userId,movieId,rating,timestamp_x,tag,timestamp_y,title,genres
2,89774,5.0,1445715189,Tom Hardy,1445715205,Warrior (2011),Drama
2,89774,5.0,1445715189,Boxing story,1445715207,Warrior (2011),Drama
2,89774,5.0,1445715189,MMA,1445715200,Warrior (2011),Drama
2,106782,5.0,1445714966,Leonardo DiCaprio,1445715051,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
2,106782,5.0,1445714966,drugs,1445715054,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
2,106782,5.0,1445714966,Martin Scorsese,1445715056,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
2,60756,5.0,1445714980,funny,1445714994,Step Brothers (2008),Comedy
2,60756,5.0,1445714980,will ferrell,1445714992,Step Brothers (2008),Comedy
2,60756,5.0,1445714980,Highly quotable,1445714996,Step Brothers (2008),Comedy
7,48516,1.0,1169687318,way too long,1169687325,"Departed, The (2006)",Crime|Drama|Thriller
18,52604,4.5,1457650649,courtroom drama,1457650711,Fracture (2007),Crime|Drama|Mystery|Thriller
18,52604,4.5,1457650649,twist ending,1457650682,Fracture (2007),Crime|Drama|Mystery|Thriller
18,52604,4.5,1457650649,Anthony Hopkins,1457650696,Fracture (2007),Crime|Drama|Mystery|Thriller
18,44665,4.5,1455049870,twist ending,1456948283,Lucky Number Slevin (2006),Crime|Drama|Mystery
18,144210,4.0,1455060282,Sustainability,1455060452,Just Eat It: A Food Waste Story (2014),Documentary
18,144210,4.0,1455060282,dumpster diving,1455060381,Just Eat It: A Food Waste Story (2014),Documentary
18,88094,3.0,1457352482,music,1457444609,Upside Down: The Creation Records Story (2010),Documentary
18,88094,3.0,1457352482,indie record label,1457444592,Upside Down: The Creation Records Story (2010),Documentary
18,88094,3.0,1457352482,britpop,1457444500,Upside Down: The Creation Records Story (2010),Documentary
18,1221,5.0,1460242083,Al Pacino,1461699306,"Godfather: Part II, The (1974)",Crime|Drama
18,1221,5.0,1460242083,Mafia,1461699303,"Godfather: Part II, The (1974)",Crime|Drama
18,431,4.0,1462138790,mafia,1462138755,Carlito's Way (1993),Crime|Drama
18,431,4.0,1462138790,gangster,1462138749,Carlito's Way (1993),Crime|Drama
18,431,4.0,1462138790,Al Pacino,1462138765,Carlito's Way (1993),Crime|Drama
18,5995,4.5,1455735416,true story,1455735479,"Pianist, The (2002)",Drama|War
18,5995,4.5,1455735416,holocaust,1455735472,"Pianist, The (2002)",Drama|War
21,119141,0.5,1419793939,bloody,1419793962,The Interview (2014),Action|Comedy
49,109487,4.5,1493093231,black hole,1493093306,Interstellar (2014),Sci-Fi|IMAX
49,109487,4.5,1493093231,sci-fi,1493093332,Interstellar (2014),Sci-Fi|IMAX
49,109487,4.5,1493093231,time-travel,1493093356,Interstellar (2014),Sci-Fi|IMAX
62,87430,3.5,1525555156,superhero,1525555181,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,space,1525555182,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,Ryan Reynolds,1525555162,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,DC Comics,1525555184,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,DC,1525555176,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,comic book,1525555164,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,cheesy,1525555170,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,CGI,1525555168,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,3.5,1525555156,audience intelligence underestimated,1525555172,Green Lantern (2011),Action|Adventure|Sci-Fi
62,88405,3.5,1525554858,comedy,1525554879,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,funny,1525554868,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,happy ending,1525554872,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,HOT actress,1525554880,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,Justin Timberlake,1525554873,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,sex,1525554864,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,romance,1525554883,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,New York City,1525554866,Friends with Benefits (2011),Comedy|Romance
62,88405,3.5,1525554858,Mila Kunis,1525554861,Friends with Benefits (2011),Comedy|Romance
62,104863,4.0,1528843953,zoe kazan,1528843965,What If (2013),Comedy|Drama|Romance
62,104863,4.0,1528843953,daniel radcliffe,1528843968,What If (2013),Comedy|Drama|Romance
62,103042,3.5,1525555304,Amy Adams,1525555328,Man of Steel (2013),Action|Adventure|Fantasy|Sci-Fi|IMAX
